id,safra,idade,renda,tempo_emprego,utilizacao,n_atrasos_12m,dti,consultas_6m,tipo_ocupacao,possui_imovel,default
1662,202312,50,1670.0,1.1,0.4,0,0.123,1,autonomo,0,1
1663,202407,30,5039.0,0.2,0.652,0,0.123,1,CLT,0,0
1664,202308,48,5114.0,2.1,0.744,1,0.119,2,servidor,0,0
1665,202309,46,6167.0,3.4,0.304,0,0.251,2,aposentado,0,0
1666,202308,40,2932.0,3.3,0.254,1,0.177,2,CLT,1,0
1667,202405,57,3570.0,12.7,0.281,0,0.36,1,CLT,1,0
1668,202408,54,3586.0,2.9,0.527,0,0.315,1,aposentado,1,0
1669,202411,47,8468.0,0.9,0.348,1,0.436,1,servidor,0,1
1670,202406,56,883.0,1.6,0.198,1,0.016,0,servidor,1,0
1671,202406,58,2256.0,4.0,0.216,0,0.274,2,CLT,1,0
1672,202408,48,3651.0,4.7,0.172,0,0.447,2,autonomo,1,1
1673,202411,34,2116.0,0.7,0.755,0,0.132,1,autonomo,1,0
1674,202412,58,3200.0,4.0,0.811,0,0.143,0,servidor,0,0
1675,202310,56,3419.0,2.3,0.271,0,0.36,0,autonomo,0,0
1676,202304,69,2621.0,1.1,0.567,0,0.282,2,servidor,1,0
1677,202410,28,3760.0,5.3,0.172,0,0.339,4,servidor,1,0
1678,202311,41,4984.0,2.4,0.434,0,0.271,2,autonomo,0,1
1679,202311,66,3235.0,5.3,0.532,1,0.242,1,CLT,1,0
1680,202309,46,2903.0,13.8,0.615,0,0.124,1,CLT,0,0
1681,202411,67,3351.0,1.7,0.435,1,0.298,0,CLT,1,0
1682,202407,21,3627.0,0.1,0.237,0,0.389,2,CLT,0,1
1683,202307,22,1525.0,11.8,0.682,0,0.246,2,CLT,0,1
1684,202309,60,4586.0,5.0,0.157,0,0.315,1,CLT,0,0
1685,202311,38,2906.0,1.5,0.507,0,0.398,2,servidor,1,1
1686,202312,46,6842.0,0.8,0.877,0,0.336,0,CLT,0,0
1687,202406,41,4893.0,5.2,0.256,0,0.111,0,CLT,1,0
1688,202312,40,6536.0,1.0,0.509,0,0.322,2,autonomo,0,1
1689,202309,67,2196.0,2.6,0.438,1,0.791,0,autonomo,0,1
1690,202301,25,3024.0,2.7,0.531,1,0.506,2,servidor,1,0
1691,202405,58,1956.0,15.6,0.488,0,0.134,0,autonomo,1,0
1692,202306,64,2559.0,2.3,0.55,0,0.285,2,autonomo,1,0
1693,202412,53,6809.0,4.4,0.396,1,0.659,2,CLT,0,1
1694,202408,40,7660.0,5.5,0.463,0,0.194,3,servidor,0,0
1695,202310,28,2051.0,8.0,0.609,0,0.087,1,CLT,1,0
1696,202401,54,2895.0,2.2,0.869,0,0.189,2,autonomo,0,1
1697,202307,43,3505.0,0.7,0.529,1,0.161,2,servidor,0,0
1698,202309,28,4880.0,1.8,0.283,0,0.392,3,autonomo,1,0
1699,202411,38,1510.0,14.0,0.368,0,0.108,2,aposentado,1,0
1700,202405,68,1634.0,0.8,0.467,0,0.157,0,autonomo,0,1
1701,202307,34,4651.0,7.7,0.359,3,0.221,1,autonomo,1,1
1702,202410,29,1374.0,0.1,0.134,0,0.192,1,CLT,0,1
1703,202310,54,2912.0,20.4,0.322,0,0.104,0,CLT,1,0
1704,202406,30,3948.0,4.0,0.343,0,0.33,1,autonomo,1,0
1705,202303,66,4482.0,5.9,0.189,1,0.469,1,CLT,0,0
1706,202308,63,3392.0,1.6,0.257,0,0.366,1,CLT,1,0
1707,202403,69,3032.0,16.1,0.04,0,0.373,4,servidor,1,0
1708,202304,65,5554.0,0.4,0.315,0,0.491,4,autonomo,1,1
1709,202412,32,4199.0,0.4,0.395,3,0.399,1,CLT,0,1
1710,202412,31,2635.0,16.1,0.277,2,0.213,0,servidor,0,0
1711,202304,37,3710.0,0.2,0.333,1,0.356,0,autonomo,1,0
1712,202405,44,4410.0,0.1,0.862,0,0.531,0,CLT,1,0
1713,202405,64,8597.0,1.8,0.497,0,0.27,1,aposentado,1,0
1714,202305,56,5395.0,3.3,0.415,0,0.138,1,CLT,1,0
1715,202305,52,6683.0,3.5,0.447,0,0.028,2,autonomo,1,0
1716,202311,64,2683.0,14.2,0.35,0,0.348,1,CLT,0,0
1717,202410,52,2801.0,0.2,0.336,0,0.41,2,CLT,0,0
1718,202309,39,3237.0,12.8,0.286,1,0.173,0,CLT,0,0
1719,202308,41,3389.0,4.1,0.214,1,0.192,0,autonomo,1,0
1720,202304,46,2200.0,1.4,0.608,1,0.289,3,CLT,1,0
1721,202305,25,6857.0,16.6,0.197,2,0.397,1,CLT,0,0
1722,202405,57,5663.0,11.3,0.519,0,0.364,1,servidor,1,0
1723,202405,52,3125.0,1.8,0.053,0,0.414,0,autonomo,0,0
1724,202303,56,5018.0,0.8,0.285,0,0.283,2,autonomo,0,1
1725,202309,47,4070.0,3.3,0.459,0,0.457,0,CLT,0,0
1726,202408,59,5218.0,3.5,0.532,2,0.048,0,CLT,0,0
1727,202411,67,1859.0,5.7,0.146,0,0.326,0,CLT,0,0
1728,202307,48,3385.0,0.4,0.323,1,0.183,3,CLT,0,1
1729,202404,42,3537.0,0.5,0.576,0,0.35,0,aposentado,1,0
1730,202312,26,4973.0,7.4,0.148,0,0.387,0,servidor,0,0
1731,202312,59,2659.0,18.6,0.19,0,0.581,1,autonomo,0,0
1732,202307,65,1043.0,2.6,0.237,0,0.296,0,CLT,1,0
1733,202302,55,2120.0,12.5,0.487,1,0.532,1,CLT,1,0
1734,202307,63,3531.0,0.2,0.434,0,0.452,3,servidor,1,0
1735,202305,63,3759.0,4.7,0.453,1,0.111,1,CLT,1,0
1736,202311,60,8450.0,1.6,0.159,0,0.298,1,servidor,0,0
1737,202402,45,4873.0,10.1,0.099,0,0.657,1,CLT,0,0
1738,202306,25,3792.0,7.7,0.752,0,0.086,1,autonomo,0,0
1739,202312,21,3582.0,2.0,0.242,1,0.124,2,CLT,0,0
1740,202303,31,6324.0,2.0,0.093,4,0.316,0,CLT,1,1
1741,202306,42,2711.0,5.9,0.271,1,0.391,2,aposentado,1,0
1742,202302,57,3394.0,1.0,0.54,0,0.287,1,aposentado,0,0
1743,202411,43,2112.0,2.4,0.641,1,0.298,0,autonomo,1,0
1744,202406,22,7402.0,13.7,0.642,0,0.229,2,autonomo,0,0
1745,202306,31,4430.0,16.1,0.194,2,0.124,1,servidor,0,0
1746,202410,68,2556.0,5.9,0.548,0,0.021,1,aposentado,1,0
1747,202303,69,3438.0,5.7,0.105,0,0.457,2,servidor,0,1
1748,202308,39,4698.0,2.6,0.099,1,0.038,1,CLT,1,0
1749,202403,60,3212.0,5.7,0.462,1,0.312,0,CLT,0,0
1750,202408,56,2787.0,0.1,0.412,1,0.109,1,servidor,0,1
1751,202404,66,2625.0,1.4,0.681,0,0.329,1,autonomo,0,0
1752,202402,64,4313.0,20.9,0.158,1,0.179,1,autonomo,0,1
1753,202401,51,3044.0,0.1,0.724,0,0.544,0,autonomo,0,0
1754,202305,40,2902.0,2.8,0.579,0,0.484,0,servidor,0,0
1755,202311,51,1867.0,4.7,0.6,0,0.444,0,aposentado,0,1
1756,202409,36,3785.0,2.7,0.153,0,0.617,2,aposentado,0,0
1757,202412,38,3326.0,0.3,0.55,1,0.31,2,CLT,1,1
1758,202301,50,3100.0,4.1,0.685,0,0.447,2,CLT,1,0
1759,202411,48,4021.0,20.9,0.279,1,0.068,1,servidor,1,0
1760,202407,49,5292.0,3.9,0.795,1,0.391,1,autonomo,1,0
1761,202412,39,5171.0,6.0,0.172,1,0.27,0,CLT,0,0
1762,202405,41,4800.0,1.7,0.164,0,0.411,0,autonomo,0,1
1763,202406,21,3228.0,4.6,0.189,0,0.156,0,autonomo,1,0
1764,202307,50,2742.0,23.1,0.097,0,0.107,2,CLT,1,0
1765,202412,49,2160.0,20.0,0.691,1,0.434,0,CLT,0,1
1766,202309,66,2707.0,3.7,0.115,0,0.318,0,CLT,1,0
1767,202408,45,3677.0,4.8,0.246,0,0.179,0,CLT,0,0
1768,202401,43,2457.0,4.1,0.162,0,0.076,0,autonomo,0,0
1769,202411,24,3820.0,3.3,0.658,0,0.362,2,CLT,0,1
1770,202401,30,2247.0,0.8,0.508,2,0.232,2,CLT,1,1
1771,202312,37,1587.0,0.8,0.233,0,0.085,0,servidor,1,1
1772,202412,39,5485.0,13.5,0.248,1,0.283,2,CLT,1,0
1773,202401,38,2872.0,6.0,0.647,0,0.067,3,CLT,1,0
1774,202407,40,2396.0,0.1,0.363,0,0.593,0,autonomo,1,1
1775,202407,58,2107.0,4.0,0.267,0,0.489,1,CLT,0,0
1776,202308,27,4499.0,1.9,0.752,0,0.189,1,CLT,1,1
1777,202312,37,7241.0,5.6,0.074,0,0.521,1,servidor,1,1
1778,202402,28,2976.0,7.7,0.135,0,0.277,1,CLT,1,0
1779,202312,36,3269.0,6.4,0.18,3,0.322,0,CLT,0,0
1780,202301,54,6222.0,1.9,0.206,0,0.626,0,autonomo,1,0
1781,202302,23,1473.0,6.7,0.229,0,0.226,1,CLT,1,0
1782,202403,37,9735.0,18.6,0.335,1,0.33,2,CLT,1,0
1783,202401,22,12358.0,17.1,0.619,1,0.238,1,aposentado,0,0
1784,202408,67,941.0,0.9,0.429,0,0.768,2,CLT,1,0
1785,202411,56,3468.0,8.6,0.111,0,0.088,1,CLT,0,0
1786,202412,32,2542.0,3.8,0.381,2,0.301,1,CLT,1,1
1787,202402,30,3189.0,0.0,0.168,0,0.282,2,CLT,1,1
1788,202307,25,2954.0,4.8,0.206,1,0.162,0,CLT,0,0
1789,202404,44,5464.0,5.6,0.675,0,0.578,4,CLT,0,0
1790,202409,57,3442.0,4.1,0.484,0,0.172,1,CLT,1,1
1791,202406,49,2309.0,10.9,0.751,1,0.054,1,CLT,0,0
1792,202309,64,3341.0,0.3,0.326,1,0.164,1,servidor,1,0
1793,202412,37,4710.0,2.6,0.078,0,0.651,1,servidor,0,1
1794,202311,34,2015.0,1.9,0.145,0,0.225,0,autonomo,0,0
1795,202403,44,1599.0,0.7,0.707,0,0.586,2,aposentado,1,1
1796,202409,30,9861.0,0.5,0.576,0,0.204,3,servidor,1,0
1797,202407,68,2641.0,0.4,0.515,0,0.398,1,CLT,0,0
1798,202410,30,3399.0,13.0,0.666,0,0.042,0,servidor,1,0
1799,202308,44,2984.0,5.0,0.488,0,0.097,1,CLT,1,0
1800,202403,46,4789.0,1.2,0.364,0,0.235,1,servidor,1,0
1801,202306,23,8834.0,1.7,0.375,1,0.475,1,aposentado,0,0
1802,202405,43,4866.0,6.0,0.112,0,0.523,0,autonomo,1,0
1803,202411,43,1704.0,24.4,0.609,0,0.155,2,CLT,0,0
1804,202304,33,1822.0,1.3,0.231,0,0.122,1,servidor,0,0
1805,202301,27,2983.0,6.2,0.027,1,0.271,1,CLT,1,0
1806,202312,23,3184.0,0.9,0.332,0,0.152,2,autonomo,1,0
1807,202312,21,1539.0,0.0,0.423,0,0.658,0,CLT,1,0
1808,202303,44,5484.0,3.6,0.417,1,0.611,2,CLT,1,1
1809,202403,25,2115.0,1.2,0.821,0,0.401,1,CLT,1,1
1810,202311,68,7682.0,7.7,0.536,1,0.331,2,CLT,1,0
1811,202310,32,9048.0,0.2,0.617,1,0.259,2,servidor,1,0
1812,202406,52,3216.0,4.8,0.752,1,0.058,3,autonomo,0,1
1813,202307,54,4535.0,12.0,0.279,0,0.078,1,autonomo,1,0
1814,202402,45,1967.0,0.7,0.65,0,0.136,3,CLT,1,1
1815,202409,64,4973.0,1.9,0.228,0,0.368,0,autonomo,1,0
1816,202410,26,2838.0,5.4,0.21,0,0.06,1,servidor,1,0
1817,202407,32,2114.0,2.3,0.47,0,0.245,2,servidor,0,1
1818,202311,33,3151.0,11.7,0.381,1,0.37,1,aposentado,0,0
1819,202307,27,2885.0,0.5,0.737,0,0.237,1,CLT,1,0
1820,202311,35,3095.0,3.0,0.267,0,0.367,1,autonomo,0,0
1821,202410,36,5854.0,0.3,0.254,1,0.464,1,autonomo,0,1
1822,202305,58,2459.0,6.2,0.313,1,0.605,2,CLT,1,1
1823,202304,35,8669.0,2.3,0.074,0,0.306,4,autonomo,0,0
1824,202403,63,1877.0,8.0,0.087,0,0.294,4,CLT,1,0
1825,202309,58,8166.0,3.6,0.383,0,0.251,2,autonomo,1,0
1826,202410,65,2190.0,3.6,0.778,0,0.035,1,CLT,0,0
1827,202305,26,3639.0,1.9,0.14,0,0.185,1,autonomo,1,0
1828,202311,69,2850.0,1.5,0.426,0,0.424,2,servidor,1,0
1829,202302,51,3066.0,0.5,0.732,1,0.677,1,autonomo,1,1
1830,202307,69,5435.0,2.3,0.211,0,0.369,2,CLT,1,0
1831,202402,38,7707.0,1.4,0.237,0,0.288,2,CLT,0,0
1832,202303,67,6603.0,9.8,0.606,0,0.146,2,CLT,1,0
1833,202409,49,2974.0,11.0,0.433,1,0.377,1,autonomo,0,0
1834,202303,24,3992.0,8.8,0.202,0,0.02,0,CLT,0,0
1835,202302,41,2463.0,4.8,0.373,1,0.397,0,aposentado,1,0
1836,202403,27,2218.0,5.5,0.503,0,0.261,1,CLT,1,0
1837,202411,67,2053.0,4.5,0.701,1,0.06,1,CLT,1,1
1838,202406,35,2925.0,2.2,0.306,1,0.384,0,servidor,0,1
1839,202310,31,4125.0,1.0,0.184,1,0.364,2,CLT,0,1
1840,202304,48,1400.0,8.4,0.479,0,0.356,0,CLT,0,0
1841,202401,41,3558.0,6.2,0.758,0,0.608,4,CLT,0,1
1842,202402,25,7770.0,1.7,0.559,0,0.173,0,CLT,1,0
1843,202405,61,6380.0,2.4,0.501,0,0.416,1,CLT,1,0
1844,202411,62,2717.0,10.2,0.081,1,0.367,1,servidor,1,0
1845,202306,57,1811.0,1.9,0.26,1,0.364,2,CLT,0,0
1846,202403,51,4582.0,3.1,0.215,0,0.462,1,autonomo,1,0
1847,202410,40,1143.0,4.5,0.412,0,0.543,3,CLT,1,1
1848,202311,47,6343.0,3.0,0.684,0,0.468,0,autonomo,0,1
1849,202309,46,3272.0,2.7,0.528,0,0.199,1,servidor,0,0
1850,202309,29,9097.0,4.5,0.611,0,0.331,3,autonomo,1,0
1851,202401,25,1535.0,7.0,0.643,0,0.259,1,CLT,0,0
1852,202407,33,5762.0,5.2,0.754,0,0.515,0,autonomo,1,0
1853,202311,43,3462.0,13.4,0.174,0,0.4,2,autonomo,1,0
1854,202308,28,3086.0,22.3,0.277,1,0.24,0,CLT,0,0
1855,202303,26,1836.0,0.2,0.425,1,0.595,1,CLT,0,1
1856,202301,62,4904.0,5.9,0.311,0,0.179,1,autonomo,1,0
1857,202309,39,5105.0,1.7,0.467,0,0.583,2,CLT,1,0
1858,202410,49,8889.0,3.7,0.43,1,0.148,0,CLT,1,0
1859,202402,46,6027.0,0.8,0.386,0,0.384,0,CLT,0,0
1860,202310,57,2706.0,2.6,0.226,0,0.116,1,CLT,0,0
1861,202308,57,2204.0,1.9,0.113,0,0.29,1,CLT,1,0
1862,202303,35,1837.0,5.1,0.232,0,0.448,0,autonomo,0,0
1863,202312,62,7605.0,8.1,0.205,1,0.358,4,CLT,0,0
1864,202305,39,2467.0,0.2,0.269,2,0.411,2,autonomo,1,1
1865,202403,61,7632.0,0.1,0.318,1,0.179,1,CLT,1,0
1866,202301,40,4734.0,9.0,0.356,0,0.086,2,autonomo,1,0
1867,202302,26,4294.0,2.3,0.177,0,0.245,3,CLT,1,0
1868,202408,58,3123.0,4.5,0.327,1,0.073,1,servidor,1,0
1869,202312,22,5066.0,1.4,0.443,0,0.304,4,autonomo,1,0
1870,202306,58,3613.0,4.1,0.317,1,0.278,3,servidor,1,0
1871,202310,23,3027.0,1.9,0.384,0,0.334,1,autonomo,1,0
1872,202305,31,5156.0,2.1,0.593,0,0.417,1,CLT,0,1
1873,202405,50,3388.0,1.6,0.643,1,0.777,1,servidor,1,1
1874,202307,67,2443.0,6.2,0.437,2,0.273,5,autonomo,0,0
1875,202312,41,4914.0,0.6,0.509,1,0.584,2,autonomo,0,0
1876,202401,26,3526.0,9.6,0.228,0,0.188,1,autonomo,0,1
1877,202402,32,4649.0,2.2,0.524,0,0.657,2,autonomo,0,1
1878,202405,64,2902.0,1.5,0.244,0,0.327,0,autonomo,1,0
1879,202411,56,1989.0,6.3,0.46,0,0.504,2,servidor,1,0
1880,202301,25,8669.0,20.1,0.896,0,0.351,2,CLT,0,0
1881,202401,39,7890.0,0.1,0.601,0,0.299,2,servidor,1,0
1882,202407,33,5664.0,9.4,0.721,0,0.092,0,autonomo,1,0
1883,202305,29,2999.0,9.0,0.825,0,0.18,0,servidor,1,0
1884,202408,62,3133.0,4.7,0.422,0,0.516,0,CLT,0,1
1885,202312,51,7267.0,10.4,0.57,0,0.236,0,CLT,1,0
1886,202405,29,3051.0,5.2,0.211,0,0.608,1,CLT,0,0
1887,202411,52,2654.0,14.6,0.532,1,0.025,0,servidor,0,0
1888,202311,41,9285.0,1.6,0.338,1,0.344,0,autonomo,1,0
1889,202302,24,3555.0,7.8,0.109,1,0.183,1,aposentado,0,0
1890,202309,43,8815.0,5.5,0.619,0,0.077,0,aposentado,0,0
1891,202410,30,1809.0,23.3,0.751,0,0.273,0,autonomo,0,0
1892,202308,33,4718.0,0.8,0.326,0,0.302,0,servidor,0,0
1893,202402,64,10255.0,2.8,0.289,0,0.183,0,CLT,1,0
1894,202309,55,3696.0,5.4,0.552,0,0.594,3,CLT,1,0
1895,202305,27,3191.0,3.3,0.737,1,0.301,0,autonomo,0,0
1896,202304,62,2031.0,0.3,0.105,0,0.255,0,CLT,0,0
1897,202409,49,6255.0,2.0,0.264,0,0.52,3,CLT,0,0
1898,202411,63,2477.0,3.4,0.572,0,0.171,1,servidor,0,0
1899,202409,57,3472.0,1.9,0.208,0,0.482,1,CLT,0,0
1900,202409,37,1964.0,4.0,0.364,1,0.061,1,servidor,1,0
1901,202404,47,7930.0,5.4,0.136,0,0.445,3,aposentado,0,0
1902,202302,47,6486.0,3.8,0.546,2,0.516,0,CLT,0,1
1903,202402,56,3584.0,2.5,0.336,1,0.554,1,CLT,1,0
1904,202303,33,2045.0,3.1,0.4,1,0.146,0,aposentado,0,0
1905,202308,37,7848.0,9.7,0.315,1,0.328,1,CLT,1,0
1906,202303,32,3032.0,10.6,0.267,1,0.304,3,autonomo,1,0
1907,202412,35,2095.0,1.1,0.599,0,0.146,1,CLT,1,0
1908,202306,28,1509.0,6.1,0.539,0,0.041,1,CLT,0,0
1909,202403,22,2636.0,0.2,0.142,0,0.182,0,aposentado,1,0
1910,202304,67,1759.0,5.6,0.634,0,0.23,1,autonomo,0,0
1911,202404,24,2667.0,1.7,0.07,1,0.37,1,servidor,1,1
1912,202410,64,5283.0,2.7,0.553,0,0.114,1,CLT,0,0
1913,202406,21,3018.0,0.1,0.293,0,0.19,1,CLT,0,0
1914,202408,59,4350.0,1.7,0.147,1,0.125,1,autonomo,1,0
1915,202311,37,2536.0,2.8,0.281,0,0.363,1,servidor,1,0
1916,202309,46,3762.0,0.2,0.302,0,0.495,2,CLT,1,0
1917,202309,34,9513.0,3.3,0.365,0,0.423,1,CLT,1,0
1918,202308,45,3059.0,4.9,0.503,0,0.211,1,servidor,1,0
1919,202303,43,4413.0,1.8,0.24,0,0.273,2,aposentado,0,0
1920,202304,46,1664.0,0.7,0.332,0,0.283,0,servidor,1,0
1921,202305,40,7786.0,0.6,0.441,0,0.129,0,servidor,0,0
1922,202302,47,2868.0,1.7,0.135,0,0.398,0,CLT,1,0
1923,202403,61,6157.0,5.2,0.693,0,0.216,1,servidor,1,0
1924,202405,42,3423.0,5.6,0.52,0,0.353,1,CLT,0,0
1925,202408,38,4943.0,14.3,0.51,1,0.301,0,CLT,1,0
1926,202409,27,5092.0,7.3,0.079,0,0.549,1,servidor,0,0
1927,202411,38,2904.0,1.5,0.07,0,0.114,0,CLT,0,0
1928,202305,27,6285.0,9.3,0.784,0,0.247,1,CLT,0,1
1929,202412,29,2491.0,1.3,0.194,0,0.179,0,autonomo,0,0
1930,202303,67,5372.0,5.5,0.45,2,0.305,2,CLT,1,0
1931,202302,25,2996.0,3.4,0.305,0,0.092,0,CLT,0,0
1932,202403,44,4336.0,1.7,0.66,0,0.166,1,CLT,1,0
1933,202405,61,2890.0,11.9,0.694,0,0.341,0,servidor,1,1
1934,202312,67,3733.0,1.5,0.457,0,0.495,0,CLT,0,1
1935,202406,28,2127.0,1.8,0.701,1,0.529,0,CLT,0,0
1936,202301,29,4121.0,4.7,0.658,0,0.33,1,servidor,1,0
1937,202410,39,3722.0,11.7,0.112,1,0.334,2,autonomo,1,0
1938,202302,48,2779.0,5.2,0.44,0,0.277,2,aposentado,0,1
1939,202307,68,3542.0,0.0,0.263,1,0.043,2,CLT,0,0
1940,202307,31,3893.0,0.6,0.166,1,0.129,2,autonomo,1,0
1941,202410,29,2675.0,12.9,0.528,2,0.186,1,CLT,0,0
1942,202303,33,3414.0,2.2,0.405,0,0.298,0,aposentado,1,0
1943,202309,63,2202.0,0.2,0.568,1,0.004,4,servidor,0,1
1944,202302,22,11765.0,1.1,0.08,0,0.451,1,CLT,0,0
1945,202308,39,6183.0,1.2,0.428,0,0.068,1,CLT,0,0
1946,202305,26,4174.0,3.2,0.771,0,0.2,3,autonomo,1,0
1947,202303,28,6542.0,2.0,0.358,0,0.494,0,aposentado,1,0
1948,202309,65,1353.0,11.6,0.414,0,0.355,0,autonomo,1,0
1949,202412,21,1013.0,18.6,0.1,0,0.224,1,autonomo,1,0
1950,202310,36,2982.0,3.4,0.432,0,0.298,3,CLT,1,0
1951,202306,65,1828.0,1.6,0.096,0,0.541,1,CLT,1,0
1952,202404,50,3235.0,0.2,0.633,1,0.31,1,CLT,1,1
1953,202309,24,4035.0,0.5,0.367,1,0.143,1,CLT,0,1
1954,202404,43,5769.0,3.9,0.222,0,0.282,1,CLT,1,0
1955,202303,68,2061.0,5.2,0.82,0,0.452,1,servidor,0,0
1956,202406,40,4446.0,0.1,0.581,0,0.237,3,CLT,1,0
1957,202401,46,3667.0,7.4,0.559,1,0.027,2,CLT,0,1
1958,202402,47,4332.0,3.0,0.444,1,0.11,2,CLT,0,0
1959,202308,53,2808.0,15.9,0.205,0,0.075,1,autonomo,0,0
1960,202302,30,7270.0,4.1,0.744,0,0.212,1,servidor,0,0
1961,202403,62,3457.0,10.2,0.215,1,0.208,3,CLT,1,0
1962,202304,69,8840.0,2.8,0.258,0,0.124,2,CLT,0,0
1963,202303,27,2452.0,6.3,0.387,0,0.183,0,autonomo,1,0
1964,202302,61,5279.0,1.3,0.339,1,0.265,0,servidor,0,0
1965,202411,61,3534.0,13.4,0.334,0,0.187,0,autonomo,1,0
1966,202301,57,3091.0,0.0,0.599,0,0.134,0,autonomo,0,0
1967,202302,39,4995.0,2.2,0.278,1,0.065,1,servidor,0,0
1968,202312,43,3135.0,0.7,0.07,0,0.099,1,servidor,0,0
1969,202404,62,962.0,6.9,0.684,0,0.326,1,autonomo,1,0
1970,202412,28,787.0,1.5,0.467,0,0.5,3,autonomo,1,1
1971,202412,61,6879.0,0.3,0.509,0,0.309,5,CLT,0,0
1972,202309,66,6735.0,3.5,0.835,0,0.31,2,CLT,0,0
1973,202409,54,9355.0,3.8,0.287,0,0.335,2,CLT,1,0
1974,202301,37,3609.0,3.6,0.438,2,0.441,1,CLT,0,0
1975,202406,48,1908.0,1.0,0.148,0,0.395,2,autonomo,1,1
1976,202311,23,2952.0,5.6,0.712,2,0.254,0,CLT,0,1
1977,202404,66,3662.0,4.9,0.469,0,0.186,1,CLT,1,0
1978,202301,37,2201.0,10.3,0.197,2,0.537,0,CLT,0,1
1979,202411,23,8302.0,8.8,0.37,1,0.071,2,CLT,0,1
1980,202411,59,11156.0,16.0,0.562,0,0.465,1,autonomo,1,1
1981,202402,53,4625.0,7.5,0.455,0,0.522,2,aposentado,0,0
1982,202303,51,3621.0,2.0,0.247,0,0.398,1,CLT,0,0
1983,202408,23,1906.0,2.9,0.678,0,0.242,2,CLT,0,1
1984,202401,57,7889.0,0.4,0.481,0,0.17,1,autonomo,0,0
1985,202312,52,3783.0,14.2,0.346,0,0.133,0,servidor,1,0
1986,202404,59,3151.0,2.0,0.422,1,0.098,0,autonomo,0,0
1987,202405,61,4631.0,11.4,0.658,1,0.491,3,autonomo,0,0
1988,202404,31,2717.0,10.2,0.419,0,0.643,0,CLT,1,1
1989,202404,31,3918.0,3.3,0.577,2,0.193,2,CLT,1,1
1990,202306,66,1770.0,4.2,0.234,0,0.197,3,CLT,0,0
1991,202403,47,6270.0,2.8,0.155,0,0.629,3,aposentado,1,0
1992,202410,42,3456.0,0.1,0.645,1,0.56,1,CLT,1,1
1993,202302,35,6499.0,8.9,0.682,0,0.503,2,CLT,0,1
1994,202304,52,3293.0,4.2,0.544,0,0.167,1,CLT,1,0
1995,202304,57,3401.0,2.8,0.082,0,0.383,2,CLT,1,0
1996,202407,21,1986.0,1.2,0.229,1,0.119,1,autonomo,0,0
1997,202403,48,5323.0,1.7,0.662,1,0.19,1,servidor,0,0
1998,202311,69,2350.0,0.8,0.24,2,0.086,2,aposentado,1,0
1999,202410,34,2855.0,9.2,0.538,0,0.196,0,CLT,0,0
2000,202307,34,3643.0,0.1,0.716,0,0.147,0,autonomo,1,0
2001,202306,64,3868.0,0.4,0.048,1,0.471,0,CLT,0,1
2002,202404,24,1551.0,0.8,0.243,0,0.317,1,aposentado,1,1
2003,202411,40,3244.0,3.6,0.267,0,0.287,1,autonomo,1,0
2004,202307,43,5419.0,3.5,0.339,2,0.065,0,CLT,1,0
2005,202303,60,3013.0,3.7,0.262,0,0.207,2,CLT,0,0
2006,202405,27,3254.0,0.2,0.322,1,0.02,2,aposentado,0,0
2007,202308,42,3949.0,2.5,0.612,0,0.153,2,servidor,1,1
2008,202404,28,3419.0,15.3,0.624,2,0.185,2,autonomo,0,0
2009,202407,59,2175.0,1.9,0.549,0,0.282,0,CLT,1,0
2010,202305,51,3575.0,4.0,0.447,1,0.128,0,autonomo,0,1
2011,202404,45,5985.0,3.2,0.554,0,0.104,1,CLT,1,0
2012,202305,40,2153.0,9.9,0.848,0,0.265,2,CLT,1,0
2013,202411,28,3019.0,5.9,0.695,0,0.363,0,aposentado,1,0
2014,202410,66,1825.0,1.4,0.683,1,0.209,1,aposentado,1,0
2015,202404,52,5830.0,2.8,0.844,0,0.337,2,CLT,1,0
2016,202409,36,3477.0,0.0,0.692,0,0.166,1,servidor,0,0
2017,202402,41,2380.0,1.8,0.572,1,0.196,2,CLT,1,0
2018,202307,56,3813.0,11.1,0.196,0,0.619,3,autonomo,1,0
2019,202311,56,1995.0,8.7,0.146,0,0.316,0,CLT,0,0
2020,202405,43,2172.0,1.3,0.332,0,0.229,2,CLT,1,0
2021,202302,35,1754.0,0.0,0.612,0,0.221,3,servidor,0,1
2022,202405,53,2136.0,2.7,0.58,0,0.319,3,autonomo,0,1
2023,202412,53,7177.0,0.5,0.34,1,0.047,1,autonomo,0,0
2024,202402,50,2524.0,8.1,0.18,0,0.461,1,aposentado,0,0
2025,202412,24,4597.0,1.3,0.224,1,0.121,1,CLT,0,0
2026,202407,44,2397.0,2.9,0.628,0,0.152,2,CLT,1,0
2027,202410,51,5323.0,1.2,0.245,0,0.425,1,CLT,0,0
2028,202401,67,2180.0,3.9,0.421,1,0.513,1,CLT,0,0
2029,202312,46,3713.0,8.0,0.211,0,0.411,2,CLT,0,0
2030,202409,37,3738.0,2.0,0.39,0,0.429,1,CLT,0,1
2031,202405,48,11660.0,1.2,0.253,1,0.314,1,autonomo,0,1
2032,202410,29,4990.0,0.5,0.582,0,0.207,5,autonomo,0,1
2033,202402,25,2707.0,1.2,0.44,0,0.323,3,servidor,0,1
2034,202306,54,5128.0,13.5,0.224,0,0.082,3,CLT,1,0
